order_id,customer_id,product_id,quantity,discount_pct,order_date,location_id,revenue,cost,profit
103,88,75,1,0.08,2022-03-28 12:36:00,6,85.1,42.67,42.43
104,59,30,2,0.09,2021-05-01 00:12:25,4,402.55,180.76,221.79
105,148,40,2,0.26,2021-05-18 12:19:21,2,581.68,556.1,25.58
106,299,51,2,0.13,2022-09-05 17:34:19,1,139.88,83.02,56.86
107,176,52,3,0.25,2021-03-03 23:06:04,3,786.78,635.73,151.05
108,217,2,5,0.36,2020-08-05 22:28:15,3,1334.98,1376.55,-41.57
109,148,70,1,0.24,2021-01-13 07:25:11,3,343.36,228.15,115.21
110,5,50,5,0.28,2023-09-18 23:29:14,1,910.87,988.25,-77.38
111,26,80,4,0.15,2021-01-13 14:41:02,1,1072.77,661.48,411.29
112,81,38,4,0.06,2021-06-15 05:11:28,4,1250.76,883.2,367.56
113,74,50,4,0.13,2022-07-07 01:46:14,6,880.51,790.6,89.91
114,253,36,1,0.39,2020-05-27 18:01:42,4,88.02,96.52,-8.5
115,254,72,4,0.25,2021-01-26 22:47:23,3,315.51,208.84,106.67
116,257,67,2,0.11,2020-09-12 00:55:39,6,404.83,249.92,154.91
117,192,73,3,0.18,2023-09-11 13:40:17,5,384.87,210.78,174.09
118,167,41,4,0.33,2023-09-23 19:25:20,5,894.69,591.68,303.01
119,195,64,4,0.27,2023-01-08 08:55:22,4,1415.44,1020.6,394.84
120,123,29,2,0.22,2020-12-26 19:03:35,5,31.59,23.32,8.27
121,202,37,2,0.35,2022-06-18 23:10:56,4,195.43,154.08,41.35
122,239,61,3,0.27,2022-08-24 21:53:55,4,995.9,1031.82,-35.92
123,229,7,1,0.26,2023-06-23 07:01:29,4,145.63,104.69,40.94
124,185,57,4,0.08,2020-08-16 00:01:45,5,677.49,422.72,254.77
125,18,2,1,0.04,2022-12-10 22:20:30,6,400.49,275.31,125.18
126,218,47,3,0.39,2020-10-10 09:19:23,2,663.5,796.11,-132.61
127,110,39,4,0.24,2022-04-10 07:00:28,5,853.42,775.72,77.7
128,224,38,1,0.17,2023-07-07 16:30:25,1,276.1,220.8,55.3
129,162,40,5,0.24,2020-03-31 15:02:35,4,1493.51,1390.25,103.26
130,265,40,2,0.02,2020-08-04 03:05:02,6,770.34,556.1,214.24
131,102,33,1,0.33,2023-04-02 04:05:25,4,286.38,194.95,91.43
132,280,37,4,0.09,2020-01-28 09:01:13,2,547.2,308.16,239.04
133,254,46,3,0.32,2022-09-27 06:49:55,4,101.12,81.54,19.58
134,100,62,4,0.21,2022-01-01 19:12:39,3,1110.3,1064.44,45.86
135,145,45,4,0.11,2021-05-21 00:59:24,3,57.81,40.4,17.41
136,160,52,3,0.01,2023-06-13 13:56:51,2,1038.55,635.73,402.82
137,231,67,5,0.33,2023-05-24 11:31:37,4,761.89,624.8,137.09
138,207,80,2,0.07,2021-04-20 22:43:34,2,586.87,330.74,256.13
139,256,9,3,0.02,2020-01-07 11:08:27,3,1007.95,453.96,553.99
140,111,58,1,0.3,2020-07-06 02:48:21,6,33.87,38.56,-4.69
141,152,19,4,0.14,2020-06-05 18:03:14,5,255.25,211.64,43.61
142,130,16,2,0.16,2023-12-05 01:22:05,3,657.65,320.3,337.35
143,273,64,4,0.1,2022-05-21 11:04:41,6,1745.06,1020.6,724.46
144,92,6,5,0.34,2022-09-15 00:55:17,1,1331.09,1205.25,125.84
145,177,68,5,0.12,2020-12-03 02:54:15,6,614.94,305.95,308.99
146,37,62,5,0.08,2023-05-27 00:11:59,3,1616.26,1330.55,285.71
147,256,80,1,0.12,2022-11-21 02:20:17,5,277.66,165.37,112.29
148,116,54,1,0.08,2023-01-03 02:55:30,6,178.12,149.93,28.19
149,103,70,5,0.13,2021-11-14 15:14:41,4,1965.29,1140.75,824.54
150,175,10,2,0.03,2022-10-16 10:24:33,4,143.91,94.22,49.69
151,150,72,1,0.06,2022-03-05 07:33:46,5,98.86,52.21,46.65
152,255,13,2,0.17,2021-07-15 11:07:29,2,654.92,499.02,155.9
153,160,26,5,0.35,2022-05-17 23:03:31,2,906.82,707.0,199.82
154,156,11,2,0.02,2021-04-18 12:52:24,3,203.74,97.34,106.4
155,32,33,1,0.09,2023-10-23 03:44:27,3,388.96,194.95,194.01
156,7,60,4,0.36,2022-11-12 18:13:45,5,1231.72,1346.12,-114.4
157,120,22,1,0.36,2022-12-14 22:00:17,2,152.44,142.03,10.41
158,300,66,2,0.27,2022-11-12 09:37:25,4,525.4,478.38,47.02
159,276,49,1,0.1,2021-10-16 13:58:21,1,76.35,44.69,31.66
160,189,51,4,0.17,2023-10-19 20:37:01,1,266.89,166.04,100.85
161,190,76,3,0.08,2020-10-30 11:28:16,6,1184.1,607.11,576.99
162,118,35,5,0.05,2022-04-10 05:50:24,6,160.84,75.05,85.79
163,54,28,2,0.15,2020-04-11 08:16:21,6,264.28,189.12,75.16
164,3,80,2,0.23,2021-03-06 03:31:24,2,485.9,330.74,155.16
165,102,45,1,0.14,2022-04-18 20:08:56,4,13.97,10.1,3.87
166,95,50,2,0.24,2021-12-15 17:05:20,5,384.59,395.3,-10.71
167,58,24,3,0.12,2023-10-06 02:17:00,2,1012.89,723.63,289.26
168,78,18,1,0.14,2022-06-15 00:31:55,5,246.42,169.89,76.53
169,8,14,3,0.32,2021-08-23 18:02:43,5,681.56,540.0,141.56
170,183,18,5,0.35,2021-09-15 00:36:43,3,931.22,849.45,81.77
171,279,16,4,0.13,2022-06-11 22:14:00,3,1362.28,640.6,721.68
172,208,60,4,0.23,2023-03-01 01:18:16,2,1481.91,1346.12,135.79
173,135,5,5,0.11,2021-02-07 17:38:29,5,1855.52,868.65,986.87
174,127,51,4,0.02,2022-05-03 12:50:49,6,315.13,166.04,149.09
175,93,76,4,0.3,2022-04-19 02:17:52,6,1201.26,809.48,391.78
176,43,62,5,0.07,2020-01-14 18:37:40,5,1633.82,1330.55,303.27
177,180,33,1,0.17,2023-08-25 15:31:26,3,354.77,194.95,159.82
178,170,5,5,0.19,2022-04-11 23:11:22,5,1688.73,868.65,820.08
179,3,67,2,0.07,2020-12-19 10:23:38,2,423.02,249.92,173.1
180,125,1,4,0.04,2022-07-14 01:28:35,6,850.14,561.12,289.02
181,84,55,5,0.14,2022-09-16 14:35:09,2,663.28,359.3,303.98
182,52,54,3,0.38,2023-08-29 06:45:15,3,360.11,449.79,-89.68
183,211,16,1,0.25,2020-02-19 17:57:53,1,293.59,160.15,133.44
184,158,60,2,0.15,2021-08-27 00:48:26,1,817.94,673.06,144.88
185,191,15,3,0.02,2020-09-20 00:39:00,3,1040.94,675.93,365.01
186,215,19,5,0.24,2022-04-18 17:20:48,4,281.96,264.55,17.41
187,295,65,5,0.04,2022-01-02 08:20:31,1,1874.3,1383.85,490.45
188,241,79,3,0.22,2021-11-24 11:54:38,6,512.2,314.28,197.92
189,187,22,5,0.3,2023-12-04 18:11:58,1,833.66,710.15,123.51
190,264,74,3,0.17,2022-02-15 05:14:28,6,726.36,640.98,85.38
191,144,74,3,0.12,2021-08-23 01:53:34,2,770.11,640.98,129.13
192,296,62,5,0.02,2020-04-08 06:20:04,3,1721.66,1330.55,391.11
193,229,12,4,0.01,2021-02-26 19:52:33,1,34.21,26.6,7.61
194,196,24,3,0.17,2023-08-03 00:49:10,5,955.34,723.63,231.71
195,271,55,3,0.35,2021-10-21 10:32:03,5,300.79,215.58,85.21
196,155,80,4,0.1,2023-08-22 04:50:54,1,1135.87,661.48,474.39
197,217,66,4,0.23,2022-02-16 15:16:01,1,1108.37,956.76,151.61
198,86,34,3,0.27,2022-03-11 04:00:31,4,264.55,225.27,39.28
199,289,19,1,0.02,2021-09-19 14:49:07,6,72.72,52.91,19.81
200,188,77,1,0.06,2022-03-23 13:42:18,1,357.64,243.41,114.23
201,235,23,1,0.13,2020-04-07 08:39:13,2,247.77,220.75,27.02
202,139,28,3,0.27,2020-03-25 00:45:48,4,340.46,283.68,56.78
203,261,78,4,0.18,2021-11-25 15:08:02,1,1184.51,1083.12,101.39
204,23,45,5,0.29,2022-05-23 00:11:09,2,57.65,50.5,7.15
205,35,22,2,0.35,2022-03-15 06:22:55,1,309.65,284.06,25.59
206,153,1,4,0.3,2021-09-18 13:28:43,3,619.89,561.12,58.77
207,220,35,4,0.4,2021-03-05 06:38:49,5,81.26,60.04,21.22
208,243,79,1,0.3,2022-11-01 04:53:19,3,153.22,104.76,48.46
209,133,35,2,0.34,2022-06-01 21:05:23,2,44.7,30.02,14.68
210,195,56,2,0.33,2020-03-09 19:15:25,3,424.77,264.98,159.79
211,166,21,5,0.29,2021-10-22 11:29:32,4,1192.3,998.6,193.7
212,289,63,5,0.32,2022-11-03 21:30:15,1,464.47,415.0,49.47
213,197,63,5,0.37,2023-02-18 21:26:56,1,430.32,415.0,15.32
214,126,49,3,0.19,2021-02-22 20:45:34,2,206.14,134.07,72.07
215,291,62,3,0.26,2023-09-12 11:00:44,6,780.02,798.33,-18.31
216,33,47,2,0.21,2022-08-09 11:45:17,5,572.86,530.74,42.12
217,296,31,4,0.34,2021-10-01 00:01:25,1,293.62,325.0,-31.38
218,47,60,1,0.17,2022-07-04 14:29:39,2,399.35,336.53,62.82
219,87,67,2,0.33,2023-06-26 10:14:50,3,304.76,249.92,54.84
220,247,68,1,0.32,2020-11-27 04:31:32,2,95.04,61.19,33.85
221,221,18,3,0.38,2020-08-07 12:53:26,6,532.95,509.67,23.28
222,292,55,2,0.1,2021-10-05 01:27:00,6,277.65,143.72,133.93
223,225,1,1,0.28,2020-05-02 12:43:28,2,159.4,140.28,19.12
224,192,46,2,0.3,2023-05-05 00:35:21,1,69.4,54.36,15.04
225,104,46,5,0.37,2023-11-17 20:17:14,2,156.15,135.9,20.25
226,2,30,3,0.36,2022-06-03 03:55:52,4,424.67,271.14,153.53
227,38,80,5,0.23,2023-12-01 13:55:55,5,1214.75,826.85,387.9
228,90,71,5,0.23,2020-04-10 08:35:24,3,887.85,893.3,-5.45
229,13,4,5,0.07,2022-07-12 12:20:47,2,742.23,452.0,290.23
230,153,17,2,0.39,2021-10-08 15:31:31,2,283.24,363.76,-80.52
231,234,17,5,0.1,2021-02-08 22:54:02,1,1044.72,909.4,135.32
232,289,72,5,0.29,2021-03-31 04:28:18,1,373.35,261.05,112.3
233,147,42,5,0.32,2022-03-06 23:05:18,3,700.94,790.0,-89.06
234,263,59,2,0.18,2022-07-25 19:15:52,4,103.99,95.96,8.03
235,296,65,2,0.08,2020-08-27 10:53:27,1,718.48,553.54,164.94
236,258,62,3,0.08,2022-06-16 06:19:13,2,969.75,798.33,171.42
237,140,8,5,0.34,2023-09-14 18:01:43,6,487.48,338.15,149.33
238,98,12,5,0.2,2020-01-16 04:20:58,6,34.56,33.25,1.31
239,294,32,3,0.04,2023-07-06 09:41:30,4,596.79,471.51,125.28
240,73,28,1,0.29,2022-06-06 05:39:02,4,110.38,94.56,15.82
241,124,60,3,0.1,2021-05-14 15:22:14,4,1299.08,1009.59,289.49
242,23,13,4,0.35,2022-12-08 21:07:54,3,1025.78,998.04,27.74
243,239,30,3,0.12,2022-06-20 23:15:30,2,583.92,271.14,312.78
244,195,19,2,0.08,2023-01-27 08:18:01,3,136.53,105.82,30.71
245,26,16,2,0.03,2020-04-28 16:21:16,5,759.43,320.3,439.13
246,67,14,1,0.2,2020-03-27 02:30:39,4,267.28,180.0,87.28
247,167,16,2,0.18,2022-07-26 08:11:05,5,641.99,320.3,321.69
248,163,46,4,0.3,2021-03-19 08:11:27,4,138.8,108.72,30.08
249,241,33,2,0.19,2020-12-13 21:00:47,1,692.44,389.9,302.54
250,80,35,5,0.14,2021-09-07 01:25:32,4,145.6,75.05,70.55
251,278,39,1,0.1,2022-11-24 19:31:07,6,252.66,193.93,58.73
252,134,60,3,0.11,2020-09-19 11:12:02,4,1284.64,1009.59,275.05
253,247,69,3,0.37,2023-11-21 20:45:00,4,99.62,110.49,-10.87
254,72,43,5,0.07,2021-09-06 06:30:53,2,1896.92,1003.7,893.22
255,12,52,5,0.4,2020-08-07 20:18:52,5,1049.04,1059.55,-10.51
256,17,60,3,0.13,2020-04-13 20:22:44,3,1255.78,1009.59,246.19
257,112,56,4,0.04,2023-06-05 14:30:19,2,1217.24,529.96,687.28
258,286,11,4,0.1,2020-06-14 07:08:00,3,374.22,194.68,179.54
259,15,79,3,0.02,2021-09-03 16:27:41,1,643.54,314.28,329.26
260,111,14,1,0.32,2022-09-03 07:03:52,6,227.19,180.0,47.19
261,33,33,3,0.21,2022-01-19 02:53:29,5,1013.01,584.85,428.16
262,280,53,2,0.13,2021-01-18 08:32:20,2,392.98,226.92,166.06
263,203,33,3,0.26,2020-06-06 13:48:04,5,948.89,584.85,364.04
264,229,20,4,0.25,2022-11-04 15:39:39,1,185.07,106.88,78.19
265,214,74,2,0.38,2021-12-16 19:43:27,3,361.72,427.32,-65.6
266,198,6,2,0.38,2020-03-11 05:43:22,4,500.17,482.1,18.07
267,233,20,5,0.27,2020-09-21 13:11:09,1,225.17,133.6,91.57
268,3,80,2,0.33,2022-04-01 13:06:53,5,422.8,330.74,92.06
269,260,59,1,0.32,2020-09-02 20:12:43,5,43.12,47.98,-4.86
270,222,7,4,0.2,2021-07-25 12:21:40,4,629.76,418.76,211.0
271,222,61,4,0.28,2020-06-30 19:15:31,2,1309.68,1375.76,-66.08
272,119,78,5,0.03,2023-03-09 13:52:39,5,1751.48,1353.9,397.58
273,241,8,4,0.3,2022-07-09 09:32:56,3,413.62,270.52,143.1
274,115,34,5,0.38,2023-02-18 13:39:48,5,374.48,375.45,-0.97
275,15,38,3,0.03,2020-03-17 13:52:37,4,968.01,662.4,305.61
276,273,11,2,0.33,2021-07-02 07:36:35,1,139.29,97.34,41.95
277,71,17,5,0.37,2021-01-25 17:16:27,1,731.3,909.4,-178.1
278,31,14,2,0.09,2022-06-28 03:53:56,1,608.06,360.0,248.06
279,187,15,2,0.21,2023-04-14 09:12:16,1,559.41,450.62,108.79
280,71,33,5,0.37,2020-11-28 05:18:44,2,1346.4,974.75,371.65
281,258,38,5,0.38,2023-01-28 19:29:48,1,1031.21,1104.0,-72.79
282,134,20,2,0.05,2022-04-27 09:27:19,6,117.21,53.44,63.77
283,2,24,4,0.14,2023-04-18 03:00:33,6,1319.82,964.84,354.98
284,286,16,5,0.28,2020-04-28 15:30:53,2,1409.26,800.75,608.51
285,155,64,4,0.09,2023-12-17 17:55:30,2,1764.45,1020.6,743.85
286,79,17,1,0.13,2021-09-26 12:32:02,5,201.98,181.88,20.1
287,204,73,4,0.01,2021-02-12 22:04:15,4,619.54,281.04,338.5
288,160,44,1,0.06,2020-09-23 18:46:40,4,82.39,36.37,46.02
289,9,65,5,0.22,2023-12-08 23:17:05,6,1522.87,1383.85,139.02
290,228,51,1,0.26,2023-07-13 17:40:35,4,59.49,41.51,17.98
291,121,22,5,0.26,2020-07-10 12:57:36,5,881.3,710.15,171.15
292,210,49,1,0.31,2021-10-11 13:19:28,4,58.53,44.69,13.84
293,269,22,3,0.17,2022-12-06 23:08:08,4,593.09,426.09,167.0
294,184,10,2,0.11,2022-05-12 12:42:43,2,132.04,94.22,37.82
295,202,21,5,0.01,2020-10-02 23:46:27,4,1662.51,998.6,663.91
296,77,23,2,0.08,2021-06-10 03:46:49,6,524.01,441.5,82.51
297,72,11,4,0.12,2021-06-21 11:31:50,3,365.9,194.68,171.22
298,125,2,1,0.07,2021-02-25 13:29:09,1,387.98,275.31,112.67
299,256,76,3,0.01,2023-11-03 14:59:02,4,1274.19,607.11,667.08
300,158,42,5,0.06,2020-10-23 06:18:33,5,968.95,790.0,178.95
301,105,33,5,0.27,2022-10-28 15:37:01,6,1560.12,974.75,585.37
302,234,75,2,0.25,2023-08-24 07:58:48,4,138.75,85.34,53.41
303,257,18,2,0.37,2023-03-06 10:15:46,5,361.03,339.78,21.25
304,271,33,3,0.32,2023-03-13 05:16:51,2,871.96,584.85,287.11
305,90,68,3,0.23,2020-08-19 20:43:25,3,322.85,183.57,139.28
306,213,51,3,0.06,2020-07-13 13:28:13,3,226.7,124.53,102.17
307,178,32,1,0.23,2023-02-17 01:30:26,2,159.56,157.17,2.39
308,135,21,4,0.02,2022-12-26 05:14:22,5,1316.57,798.88,517.69
309,120,3,2,0.17,2022-12-19 03:57:00,6,583.71,305.06,278.65
310,35,7,2,0.16,2021-09-03 01:19:06,2,330.62,209.38,121.24
311,83,13,5,0.17,2022-02-03 05:28:06,1,1637.3,1247.55,389.75
312,165,63,4,0.11,2020-01-23 11:29:55,5,486.33,332.0,154.33
313,266,52,2,0.27,2021-02-28 21:37:42,6,510.53,423.82,86.71
314,260,35,5,0.34,2022-02-10 09:59:27,6,111.74,75.05,36.69
315,57,63,2,0.31,2020-07-02 13:21:41,2,188.52,166.0,22.52
316,204,13,3,0.25,2020-07-08 20:49:38,5,887.69,748.53,139.16
317,26,17,2,0.22,2020-03-07 00:17:56,5,362.17,363.76,-1.59
318,203,32,1,0.01,2020-11-02 12:05:53,5,205.15,157.17,47.98
319,103,74,3,0.29,2023-12-20 14:25:08,5,621.34,640.98,-19.64
320,135,50,3,0.22,2022-10-13 05:16:31,6,592.07,592.95,-0.88
321,216,69,5,0.11,2023-10-16 10:50:34,3,234.56,184.15,50.41
322,128,20,2,0.13,2021-01-10 10:15:25,1,107.34,53.44,53.9
323,243,68,5,0.37,2022-05-24 07:41:33,2,440.24,305.95,134.29
324,161,6,4,0.25,2023-07-26 03:45:45,6,1210.08,964.2,245.88
325,300,19,1,0.19,2021-05-28 23:09:00,6,60.1,52.91,7.19
326,192,42,4,0.25,2022-08-17 11:13:41,1,618.48,632.0,-13.52
327,89,5,3,0.17,2022-10-08 12:55:11,3,1038.26,521.19,517.07
328,233,69,2,0.19,2023-04-30 03:12:47,2,85.39,73.66,11.73
329,123,70,3,0.12,2023-11-16 10:32:58,2,1192.73,684.45,508.28
330,161,44,2,0.18,2022-06-17 04:14:29,4,143.75,72.74,71.01
331,42,25,4,0.27,2022-04-30 11:58:52,4,932.03,752.52,179.51
332,36,8,3,0.02,2023-06-22 12:29:22,3,434.3,202.89,231.41
333,173,50,3,0.32,2022-09-26 09:41:38,3,516.16,592.95,-76.79
334,57,44,2,0.11,2021-06-12 01:25:51,4,156.02,72.74,83.28
335,300,61,2,0.27,2022-07-09 00:03:57,5,663.94,687.88,-23.94
336,257,49,3,0.26,2022-03-12 17:53:08,1,188.32,134.07,54.25
337,211,11,3,0.26,2020-11-29 23:38:02,1,230.77,146.01,84.76
338,221,10,2,0.24,2022-01-23 04:47:58,3,112.75,94.22,18.53
339,179,63,3,0.38,2022-06-29 09:46:17,3,254.09,249.0,5.09
340,19,13,2,0.2,2023-08-12 12:49:35,6,631.25,499.02,132.23
341,118,76,3,0.29,2022-04-27 11:44:54,6,913.81,607.11,306.7
342,149,9,1,0.28,2020-08-28 18:38:09,4,246.84,151.32,95.52
343,275,59,3,0.09,2023-12-12 23:05:07,1,173.11,143.94,29.17
344,66,79,4,0.11,2022-04-23 23:14:56,1,779.25,419.04,360.21
345,150,36,5,0.17,2021-02-23 04:09:26,3,598.8,482.6,116.2
346,104,5,4,0.11,2023-01-06 11:16:08,4,1484.41,694.92,789.49
347,41,71,4,0.15,2021-07-15 15:58:59,4,784.07,714.64,69.43
348,31,15,1,0.16,2021-06-24 06:32:36,1,297.41,225.31,72.1
349,110,43,2,0.24,2023-05-10 13:53:57,6,620.07,401.48,218.59
350,25,79,4,0.09,2023-06-20 16:03:23,3,796.76,419.04,377.72
351,21,60,5,0.32,2022-02-03 22:21:20,4,1635.88,1682.65,-46.77
352,106,4,3,0.18,2021-06-28 14:26:14,1,392.67,271.2,121.47
